"pl_name";"hostname";"sy_mnum";"cb_flag";"disc_year";"pl_orbsmax";"pl_rade";"st_teff";"st_rad";"sy_dist"
"K2-43 b";"K2-43";0;0;2016;0.03784;4.51;3841;0.56;182.536
"K2-44 b";"K2-44";0;0;2016;0.06;2.433;5912;1.58;476.703
"K2-45 b";"K2-45";0;0;2016;0.0224;6.71;4103;0.69;495.317
"K2-46 b";"K2-46";0;0;2016;0.13821;2.05;6256;1.29;449.237
"K2-47 b";"K2-47";0;0;2016;0.1779;1.89;5054;0.76;349.881
"K2-48 b";"K2-48";0;0;2016;0.1344;2.24;4899;0.73;313.764
"K2-49 b";"K2-49";0;0;2016;0.0309;1.93;4175;0.45;457.125
"K2-5 b";"K2-5";0;0;2015;0.0532;1.91;3930;0.57;202.943
"K2-5 c";"K2-5";0;0;2015;0.0818;2.26;3930;0.57;202.943
"K2-50 b";"K2-50";0;0;2016;0.0705;1.59;4326;0.55;257.443
"K2-52 b";"K2-52";0;0;2016;0.054;18.0;7147;2.19;1038.41
"K2-53 b";"K2-53";0;0;2016;0.098;2.6;5263;0.81;138.018
"K2-54 b";"K2-54";0;0;2016;0.0761;2.612;3798;0.64;174.955
"K2-55 b";"K2-55";0;0;2016;0.03486;3.82;4456;0.63;159.522
"K2-57 b";"K2-57";0;0;2016;0.0752;2.309;4434;0.67;264.213
"K2-58 b";"K2-58";0;0;2016;0.0692;2.68;5413;0.86;181.746
"K2-58 c";"K2-58";0;0;2016;0.035;1.62;5413;0.86;181.746
"K2-58 d";"K2-58";0;0;2016;0.1517;1.71;5413;0.86;181.746
"K2-59 b";"K2-59";0;0;2016;0.1354;2.41;5055;0.73;311.313
"K2-59 c";"K2-59";0;0;2016;0.0905;2.3;5055;0.73;311.313
"K2-6 b";"K2-6";0;0;2015;0.1898;2.5;5850;0.96;316.819
"K2-60 b";"K2-60";0;0;2016;0.045;7.656;5500;1.12;491.87
"K2-61 b";"K2-61";0;0;2016;0.0392;2.48;6293;1.36;405.732
"K2-62 b";"K2-62";0;0;2016;0.0636;2.14;4880;0.73;112.467
"K2-62 c";"K2-62";0;0;2016;0.1148;2.14;4880;0.73;112.467
"K2-63 b";"K2-63";0;0;2016;0.1627;3.22;6771;1.63;517.534
"K2-63 c";"K2-63";0;0;2016;0.189;3.9;6771;1.63;517.534
"K2-64 b";"K2-64";0;0;2016;0.0619;2.07;5312;0.73;499.891
"K2-65 b";"K2-65";0;0;2016;0.1014;1.58;5213;0.84;72.2
"K2-66 b";"K2-66";0;0;2016;0.05983;2.49;5887;1.67;513.877
"K2-68 b";"K2-68";0;0;2016;0.0708;1.58;4746;0.68;168.652
"K2-69 b";"K2-69";0;0;2016;0.0591;2.32;4127;0.49;180.697
"K2-7 b";"K2-7";0;0;2015;0.1867;4.035;5766;1.6;738.553
"K2-70 b";"K2-70";0;0;2016;0.1112;2.89;5622;0.93;232.964
"K2-71 b";"K2-71";0;0;2016;0.0559;2.15;4006;0.43;153.192
"K2-72 b";"K2-72";0;0;2016;0.04;1.08;3360;0.33;66.4321
"K2-72 c";"K2-72";0;0;2016;0.078;1.16;3360;0.33;66.4321
"K2-72 d";"K2-72";0;0;2016;0.05;1.01;3360;0.33;66.4321
"K2-72 e";"K2-72";0;0;2016;0.106;1.29;3360;0.33;66.4321
"K2-73 b";"K2-73";0;0;2016;0.07619;2.45;5922;1.06;269.183
"K2-74 b";"K2-74";0;0;2016;0.1402;2.31;6060;0.98;377.822
"K2-75 b";"K2-75";0;0;2016;0.081;2.67;5995;1.56;561.93
"K2-75 c";"K2-75";0;0;2016;0.1429;2.77;5995;1.56;561.93
"K2-77 b";"K2-77";0;0;2016;0.0753;2.5;4970;0.78;141.731
"K2-79 b";"K2-79";0;0;2016;0.0988;4.09;5897;1.27;256.011
"K2-8 b";"K2-8";0;0;2015;0.0856;3.58;4870;0.74;403.513
"K2-8 c";"K2-8";0;0;2016;0.0532;2.41;4870;0.74;403.513
"K2-80 b";"K2-80";0;0;2016;0.135;2.01;5441;0.87;200.802
"K2-80 c";"K2-80";0;0;2016;0.0596;1.47;5441;0.87;200.802
"K2-81 b";"K2-81";0;0;2016;0.059;1.97;4674;0.63;252.318
"K2-83 b";"K2-83";0;0;2016;0.03014;1.244;3910;0.42;125.529
"K2-83 c";"K2-83";0;0;2016;0.07131;1.483;3910;0.42;125.529
"K2-84 b";"K2-84";0;0;2016;0.0665;2.41;5652;0.93;284.876
"K2-84 c";"K2-84";0;0;2016;0.1768;2.03;5652;0.93;284.876
"K2-85 b";"K2-85";0;0;2016;0.013;1.2;4427;0.68;97.2179
"K2-86 b";"K2-86";0;0;2016;0.077;1.96;5482;0.76;258.699
"K2-87 b";"K2-87";0;0;2016;0.094;7.6;5747;1.4;491.242
"K2-88 b";"K2-88";0;0;2016;0.0345;1.23;3537;0.26;110.561
"K2-89 b";"K2-89";0;0;2016;0.01462;0.615;3691;0.32;86.0386
"K2-9 b";"K2-9";0;0;2015;0.091;2.25;3390;0.31;82.9631
"K2-90 b";"K2-90";0;0;2016;0.096;2.6;4484;0.62;134.188
"K2-90 c";"K2-90";0;0;2016;0.035;1.3;4422;0.63;134.188
"K2-91 b";"K2-91";0;0;2016;0.0164;1.1;3622;0.28;62.5785
"K2-95 b";"K2-95";0;0;2016;0.0525;3.31;3566;0.4;179.854
"K2-97 b";"K2-97";0;0;2016;0.0854;13.451;4643;4.2;878.43
"K2-98 b";"K2-98";0;0;2016;0.0986;5.066;6095;1.57;518.625
"K2-99 b";"K2-99";0;0;2016;0.1597;11.73;6217;2.63;519.229
"KELT-1 b";"KELT-1";0;0;2012;0.02466;12.442;6518;1.46;268.43
"KELT-10 b";"KELT-10";0;0;2016;0.0525;15.681;5948;1.21;188.404
"KELT-11 b";"KELT-11";0;0;2017;0.06229;15.132;5375;2.69;99.1596
"KELT-12 b";"KELT-12";0;0;2017;0.06708;19.952;6279;2.37;368.03
"KELT-14 b";"KELT-14";0;0;2016;0.03005;19.537;5720;1.52;250.121
"KELT-15 b";"KELT-15";0;0;2016;0.04613;19.504;6003;1.78;324.683
"KELT-16 b";"KELT-16";0;0;2017;0.02044;15.861;6236;1.36;444.586
"KELT-17 b";"KELT-17";0;0;2016;0.04881;17.094;7454;1.65;226.5
"KELT-18 b";"KELT-18";0;0;2017;0.0455;17.598;6768;1.91;321.376
"KELT-19 A b";"KELT-19 A";0;0;2017;0.0637;21.409;7500;1.83;300.276
"KELT-2 A b";"KELT-2 A";0;0;2012;0.05497;15.132;6327;1.93;134.058
"KELT-20 b";"KELT-20";0;0;2017;0.0542;19.515;8720;1.57;136.426
"KELT-21 b";"KELT-21";0;0;2018;0.05224;17.777;7598;1.64;470.878
"KELT-23 A b";"KELT-23 A";0;0;2019;0.03302;14.83;5899;1.0;126.261
"KELT-24 b";"KELT-24";0;0;2019;0.0665;12.711;6426;1.34;96.5173
"KELT-3 b";"KELT-3";0;0;2013;0.04123;17.486;6304;1.47;210.252
"KELT-4 A b";"KELT-4 A";0;0;2016;0.04317;19.044;6207;1.6;218.05
"KELT-6 b";"KELT-6";0;0;2014;0.07939;14.572;6102;1.73;240.726
"KELT-6 c";"KELT-6";0;0;2015;2.39;13.0;6272;1.53;240.726
"KELT-7 b";"KELT-7";0;0;2015;0.04415;17.934;6768;1.73;136.681
"KELT-8 b";"KELT-8";0;0;2015;0.0455;18.159;5754;1.46;197.572
"KELT-9 b";"KELT-9";0;0;2017;0.03462;21.196;10170;2.36;204.455
"KIC 3526061 b";"KIC 3526061";0;0;2022;5.14;12.1;4829;5.86;401.229
"KIC 5437945 b";"KIC 5437945";0;0;2015;1.19671;6.4;6340;1.24;1274.01
"KIC 9663113 b";"KIC 9663113";0;0;2015;1.55346;4.6;6065;1.03;1594.74
"KOI-12 b";"KOI-12";0;0;2015;0.154;13.787;6635;1.4;399.398
"KOI-1257 b";"KOI-1257";0;0;2014;0.382;10.54;5520;1.13;656.0
"KOI-13 b";"KOI-13";0;0;2011;0.03641;16.948;7986;1.76;519.096
"KOI-142 b";"KOI-142";0;0;2013;0.09586;3.438;5466;0.9;376.863
"KOI-142 c";"KOI-142";0;0;2013;0.154121;14.0;5466;0.9;376.863
"KOI-1599.01";"KOI-1599";0;0;2019;0.14728;1.9;5833;0.97;1131.64
"KOI-1599.02";"KOI-1599";0;0;2019;0.112293;1.9;5833;0.97;1131.64
"KOI-1783.01";"KOI-1783";0;0;2020;0.52661;8.86;5922;1.14;865.73
"KOI-1783.02";"KOI-1783";0;0;2020;0.86695;5.44;5922;1.14;865.73
"KOI-1831 d";"Kepler-324";0;0;2021;0.19924;1.13;5233;0.84;501.574
"KOI-1833 d";"Kepler-968";0;0;2021;0.0634;2.58;4413;0.67;290.324
"KOI-217 b";"KOI-217";0;0;2010;0.0477;12.442;5545;0.86;914.699
"KOI-2513.01";"KOI-2513";0;0;2023;0.5;2.802;5900;1.2;1369.87
"KOI-3503 b";"KOI-3503";0;0;2021;0.14247;1.19;6001;1.26;887.064
"KOI-3503 c";"KOI-3503";0;0;2021;0.18688;1.21;6001;1.26;887.064
"KOI-351 b";"KOI-351";0;0;2013;0.074;1.31;6080;1.2;848.254
"KOI-351 c";"KOI-351";0;0;2013;0.089;1.19;6080;1.2;848.254
"KOI-351 d";"KOI-351";0;0;2013;0.32;2.87;6080;1.2;848.254
"KOI-351 e";"KOI-351";0;0;2013;0.42;2.66;6080;1.2;848.254
"KOI-351 f";"KOI-351";0;0;2013;0.48;2.88;6080;1.2;848.254
"KOI-351 g";"KOI-351";0;0;2013;0.71;8.1;6080;1.2;848.254
"KOI-351 h";"KOI-351";0;0;2013;1.01;11.3;6080;1.2;848.254
"KOI-3680 b";"KOI-3680";0;0;2018;0.534;11.097;5830;0.96;921.986
"KOI-4777.01";"KOI-4777";0;0;2014;0.008;0.51;3515;0.4;172.245
"KOI-55 b";"KOI-55";0;0;2011;0.006;0.759;27730;0.2;1231.02
"KOI-55 c";"KOI-55";0;0;2011;0.0076;0.867;27730;0.2;1231.02
"KOI-7368 b";"KOI-7368";0;0;2022;0.0678;2.22;5241;0.87;264.995
"KOI-7913 b";"KOI-7913 A";0;0;2022;0.1456;2.34;4324;0.79;271.277
"KOI-94 b";"KOI-94";0;0;2013;0.05119;1.71;6182;1.52;477.052
"KOI-94 c";"KOI-94";0;0;2013;0.1013;4.32;6182;1.52;477.052
"KOI-94 d";"KOI-94";0;0;2013;0.1684;11.27;6182;1.52;477.052
"KOI-94 e";"KOI-94";0;0;2013;0.3046;6.56;6182;1.52;477.052
"KOI-984 b";"KOI-984";0;0;2022;0.0504;4.3;5295;0.82;252.667
"KOI-984 c";"KOI-984";0;0;2022;0.1467;14.1;5295;0.82;252.667
"KPS-1 b";"KPS-1";0;0;2018;0.0269;11.545;5165;0.91;262.706
"Kapteyn c";"Kapteyn";0;0;2014;0.311;2.54;3550;0.29;3.93305
"Kepler-10 b";"Kepler-10";0;0;2011;0.01685;1.47;5708;1.06;185.506
"Kepler-10 c";"Kepler-10";0;0;2011;0.241;2.355;5708;1.06;185.506
"Kepler-10 d";"Kepler-10";0;0;2023;0.5379;3.61;5708;1.06;185.506
"Kepler-100 b";"Kepler-100";0;0;2014;0.07309;1.32;5825;1.49;304.645
"Kepler-100 c";"Kepler-100";0;0;2014;0.11061;2.2;5825;1.49;304.645
"Kepler-100 d";"Kepler-100";0;0;2014;0.21747;1.61;5825;1.49;304.645
"Kepler-100 e";"Kepler-100";0;0;2023;0.312392;5.27;5884;1.51;304.645
"Kepler-1000 b";"Kepler-1000";0;0;2016;0.5326;4.76;6453;1.51;1115.62
"Kepler-1001 b";"Kepler-1001";0;0;2016;0.11147;3.15;5491;0.88;928.978
"Kepler-1001 c";"Kepler-1001";0;0;2020;0.08296;1.578;5376;0.84;928.978
"Kepler-1002 b";"Kepler-1002";0;0;2016;0.0564;1.71;6144;1.57;408.303
"Kepler-1003 b";"Kepler-1003";0;0;2016;0.04333;1.78;6109;1.17;941.902
"Kepler-1004 b";"Kepler-1004";0;0;2016;0.06791;6.28;4972;3.39;1152.68
"Kepler-1005 b";"Kepler-1005";0;0;2016;0.06717;1.5;5782;1.06;567.806
"Kepler-1006 b";"Kepler-1006";0;0;2016;0.1464;1.54;5328;0.74;1081.738
"Kepler-1007 b";"Kepler-1007";0;0;2016;0.048;1.44;4587;0.7;365.0
"Kepler-1008 b";"Kepler-1008";0;0;2016;0.09755;1.28;5066;0.78;282.565
"Kepler-1009 b";"Kepler-1009";0;0;2016;0.0796;2.17;4027;0.57;355.019
"Kepler-101 b";"Kepler-101";0;0;2014;0.0474;5.77;5667;1.56;927.981
"Kepler-101 c";"Kepler-101";0;0;2014;0.0684;1.25;5667;1.56;927.981
"Kepler-1010 b";"Kepler-1010";0;0;2016;0.193;2.32;5253;0.82;579.273
"Kepler-1011 b";"Kepler-1011";0;0;2016;0.0633;2.87;5416;0.88;736.779
"Kepler-1012 b";"Kepler-1012";0;0;2016;0.06066;1.29;5556;0.91;411.077
"Kepler-1013 b";"Kepler-1013";0;0;2016;0.137;2.15;4954;0.76;422.246
"Kepler-1014 b";"Kepler-1014";0;0;2016;0.121;2.39;5388;0.84;624.8
"Kepler-1015 b";"Kepler-1015";0;0;2016;0.1345;3.55;6769;1.81;739.357
"Kepler-1016 b";"Kepler-1016";0;0;2016;0.03044;2.18;5821;1.0;1402.82
"Kepler-1016 c";"Kepler-1016";0;0;2016;0.43519;3.68;5821;1.0;1402.82
"Kepler-1017 b";"Kepler-1017";0;0;2016;0.07196;1.99;5473;0.87;552.058
"Kepler-1018 b";"Kepler-1018";0;0;2016;0.253;2.58;5518;0.88;1010.01
"Kepler-1019 b";"Kepler-1019";0;0;2016;0.0221;1.46;4433;0.67;194.182
"Kepler-102 b";"Kepler-102";0;0;2014;0.05521;0.46;4909;0.72;107.796
"Kepler-102 c";"Kepler-102";0;0;2014;0.06702;0.567;4909;0.72;107.796
"Kepler-102 d";"Kepler-102";0;0;2014;0.08618;1.154;4909;0.72;107.796
"Kepler-102 e";"Kepler-102";0;0;2013;0.1162;2.17;4909;0.72;107.796
"Kepler-102 f";"Kepler-102";0;0;2014;0.1656;0.861;4909;0.72;107.796
"Kepler-1020 b";"Kepler-1020";0;0;2016;0.37594;2.28;5227;0.8;415.358
"Kepler-1021 b";"Kepler-1021";0;0;2016;0.1034;2.33;5431;0.86;810.082
"Kepler-1022 b";"Kepler-1022";0;0;2016;0.0805;2.36;4445;0.68;420.042
"Kepler-1023 b";"Kepler-1023";0;0;2016;0.30284;2.63;5494;0.89;694.175
"Kepler-1024 b";"Kepler-1024";0;0;2016;0.3033;3.91;5143;0.78;1087.4
"Kepler-1025 b";"Kepler-1025";0;0;2016;0.21607;1.98;6089;1.13;803.776
"Kepler-1026 b";"Kepler-1026";0;0;2016;0.1977;2.21;4948;0.75;351.239
"Kepler-1027 b";"Kepler-1027";0;0;2016;0.02911;0.89;5436;0.82;405.104
"Kepler-1028 b";"Kepler-1028";0;0;2016;0.0354;1.33;5522;0.87;607.916
"Kepler-1029 b";"Kepler-1029";0;0;2016;0.047;1.26;5030;0.77;366.656
"Kepler-103 b";"Kepler-103";0;0;2014;0.13223;3.486;6009;1.49;494.832
"Kepler-103 c";"Kepler-103";0;0;2014;0.6639;5.45;6009;1.49;494.832
"Kepler-1030 b";"Kepler-1030";0;0;2016;0.1338;2.48;4983;0.76;758.702
"Kepler-1031 b";"Kepler-1031";0;0;2016;0.0218;0.87;6011;1.12;682.882
"Kepler-1032 b";"Kepler-1032";0;0;2016;0.0361;1.87;4647;0.71;673.01
"Kepler-1033 b";"Kepler-1033";0;0;2016;0.0761;2.51;5547;0.92;1455.5
"Kepler-1034 b";"Kepler-1034";0;0;2016;0.0965;2.26;5198;0.8;654.549
"Kepler-1035 b";"Kepler-1035";0;0;2016;0.03883;1.17;5763;0.97;562.116
"Kepler-1036 b";"Kepler-1036";0;0;2016;0.47726;3.01;5533;0.89;489.435
"Kepler-1037 b";"Kepler-1037";0;0;2016;0.0198;1.28;5105;0.78;446.914
"Kepler-1038 b";"Kepler-1038";0;0;2016;0.5238;3.53;5335;0.83;584.136
"Kepler-1038 c";"Kepler-1038";0;0;2021;0.0692;1.416;5159;0.82;584.136
"Kepler-1039 b";"Kepler-1039";0;0;2016;0.01714;1.46;4870;0.74;306.91
"Kepler-104 b";"Kepler-104";0;0;2014;0.094;3.1;5711;1.35;400.785
"Kepler-104 c";"Kepler-104";0;0;2014;0.153;3.13;5711;1.35;400.785
"Kepler-104 d";"Kepler-104";0;0;2014;0.257;3.58;5711;1.35;400.785
"Kepler-1040 b";"Kepler-1040";0;0;2016;0.67249;2.08;5694;0.96;482.119
"Kepler-1041 b";"Kepler-1041";0;0;2016;0.1688;2.94;5957;1.08;1485.82
"Kepler-1042 b";"Kepler-1042";0;0;2016;0.0756;2.19;4815;0.72;659.0
"Kepler-1043 b";"Kepler-1043";0;0;2016;0.2159;2.55;5629;0.9;903.332
"Kepler-1044 b";"Kepler-1044";0;0;2016;0.0741;2.67;5985;1.11;1278.96
"Kepler-1045 b";"Kepler-1045";0;0;2016;0.1616;2.69;5301;0.82;942.485
"Kepler-1046 b";"Kepler-1046";0;0;2016;0.11858;1.71;5913;1.04;721.534
"Kepler-1047 b";"Kepler-1047";0;0;2016;0.29871;2.09;5754;1.13;817.647
"Kepler-1047 c";"Kepler-1047";0;0;2016;0.04413;0.99;5754;1.13;817.647
"Kepler-1048 b";"Kepler-1048";0;0;2016;0.059;1.61;4651;0.7;556.006
"Kepler-1049 b";"Kepler-1049";0;0;2016;0.0349;0.95;3864;0.49;162.006
"Kepler-105 b";"Kepler-105";0;0;2013;0.06016;2.53;6082;1.03;459.223
"Kepler-105 c";"Kepler-105";0;0;2014;0.07229;1.44;6082;1.03;459.223
"Kepler-1050 b";"Kepler-1050";0;0;2016;0.12353;1.6;6010;1.13;490.488
"Kepler-1050 c";"Kepler-1050";0;0;2016;0.15264;1.48;6010;1.13;490.488
"Kepler-1051 b";"Kepler-1051";0;0;2016;0.18395;3.4;6675;1.73;829.343
"Kepler-1052 b";"Kepler-1052";0;0;2016;0.20988;2.93;5888;1.03;943.444
"Kepler-1052 c";"Kepler-1052";0;0;2023;0.6135;2.3;5818;0.85;943.444
"Kepler-1053 b";"Kepler-1053";0;0;2016;0.0315;0.98;4529;0.69;151.129
"Kepler-1054 b";"Kepler-1054";0;0;2016;0.05542;2.63;6209;1.34;1090.51
"Kepler-1055 b";"Kepler-1055";0;0;2016;0.0335;1.23;5723;0.94;389.397
"Kepler-1056 b";"Kepler-1056";0;0;2016;0.1629;3.01;6127;1.2;982.51
"Kepler-1057 b";"Kepler-1057";0;0;2016;0.1138;3.36;5987;1.1;1201.82
"Kepler-1058 b";"Kepler-1058";0;0;2016;0.3679;2.72;4644;0.69;491.997
"Kepler-1059 b";"Kepler-1059";0;0;2016;0.044;1.73;4906;0.72;713.167
"Kepler-106 b";"Kepler-106";0;0;2014;0.06491;0.82;5858;1.04;444.322
"Kepler-106 c";"Kepler-106";0;0;2014;0.10987;2.5;5858;1.04;444.322
"Kepler-106 d";"Kepler-106";0;0;2014;0.16063;0.95;5858;1.04;444.322
"Kepler-106 e";"Kepler-106";0;0;2014;0.24006;2.56;5858;1.04;444.322
"Kepler-1060 b";"Kepler-1060";0;0;2016;0.2495;2.38;5797;0.99;946.565
"Kepler-1061 b";"Kepler-1061";0;0;2016;0.0388;1.98;6067;1.07;543.375
"Kepler-1062 b";"Kepler-1062";0;0;2016;0.0748;1.76;4597;0.7;397.455
"Kepler-1063 b";"Kepler-1063";0;0;2016;0.1176;1.49;5945;1.14;343.226
"Kepler-1064 b";"Kepler-1064";0;0;2016;0.1183;1.55;5153;0.79;374.0
"Kepler-1065 b";"Kepler-1065";0;0;2016;0.0455;3.73;5635;0.93;1122.48
"Kepler-1065 c";"Kepler-1065";0;0;2016;0.0344;1.6;5635;0.93;1122.48
"Kepler-1066 b";"Kepler-1066";0;0;2016;0.0298;2.36;5762;0.98;344.251
"Kepler-1067 b";"Kepler-1067";0;0;2016;0.0164;0.8;5592;0.93;667.693
"Kepler-1067 c";"Kepler-1067";0;0;2021;0.06069;1.747;5594;0.93;667.693
"Kepler-1068 b";"Kepler-1068";0;0;2016;0.13038;3.63;5806;1.01;1473.61
"Kepler-1069 b";"Kepler-1069";0;0;2016;0.16587;1.6;5722;0.98;695.967
"Kepler-107 b";"Kepler-107";0;0;2014;0.04544;1.536;5854;1.45;525.997
"Kepler-107 c";"Kepler-107";0;0;2014;0.06064;1.597;5854;1.45;525.997
"Kepler-107 d";"Kepler-107";0;0;2014;0.08377;0.86;5854;1.45;525.997
"Kepler-107 e";"Kepler-107";0;0;2014;0.12638;2.903;5854;1.45;525.997
"Kepler-1070 b";"Kepler-1070";0;0;2016;0.06753;1.73;6261;1.32;939.001
"Kepler-1071 b";"Kepler-1071";0;0;2016;0.0629;2.38;5215;0.81;1042.27
"Kepler-1072 b";"Kepler-1072";0;0;2016;0.02742;1.58;6199;1.32;982.716
"Kepler-1073 b";"Kepler-1073";0;0;2016;0.0805;2.3;5792;1.0;809.897
"Kepler-1073 c";"Kepler-1073";0;0;2016;0.0483;1.64;5792;1.0;809.897
"Kepler-1073 d";"Kepler-1073";0;0;2021;0.0352;1.488;5509;1.12;809.897
"Kepler-1074 b";"Kepler-1074";0;0;2016;0.0536;1.25;4002;0.57;250.817
"Kepler-1075 b";"Kepler-1075";0;0;2016;0.0208;1.42;3959;0.54;291.275
"Kepler-1076 b";"Kepler-1076";0;0;2016;0.0611;0.8;4868;0.74;199.0
"Kepler-1077 b";"Kepler-1077";0;0;2016;0.2101;2.77;5816;1.02;1101.42
"Kepler-1078 b";"Kepler-1078";0;0;2016;0.0388;1.9;5612;0.92;2481.71
"Kepler-1079 b";"Kepler-1079";0;0;2016;0.1092;1.63;5758;1.36;591.098
"Kepler-108 b";"Kepler-108";0;0;2014;0.292;8.65;5854;2.19;338.732
"Kepler-108 c";"Kepler-108";0;0;2014;0.721;8.18;5854;2.19;338.732
"Kepler-1080 b";"Kepler-1080";0;0;2016;0.3781;3.28;5956;1.16;1382.82
"Kepler-1081 b";"Kepler-1081";0;0;2016;0.04662;1.01;5345;0.84;420.215
"Kepler-1082 b";"Kepler-1082";0;0;2016;0.02571;1.12;5923;1.14;739.557
"Kepler-1083 b";"Kepler-1083";0;0;2016;0.1899;3.36;5049;0.77;902.633
"Kepler-1084 b";"Kepler-1084";0;0;2016;0.0324;1.11;6113;1.28;405.533
"Kepler-1085 b";"Kepler-1085";0;0;2016;0.73361;7.22;6000;1.14;1364.53
"Kepler-1085 c";"Kepler-1085";0;0;2020;0.29798;3.268;5816;1.08;1364.53
"Kepler-1086 b";"Kepler-1086";0;0;2016;0.1198;2.44;4350;0.66;466.084
"Kepler-1086 c";"Kepler-1086";0;0;2016;0.503;2.94;4350;0.66;466.084
"Kepler-1087 b";"Kepler-1087";0;0;2016;0.01554;0.61;5589;0.94;362.623
"Kepler-1088 b";"Kepler-1088";0;0;2016;0.16163;1.42;5975;1.08;280.629
"Kepler-1089 b";"Kepler-1089";0;0;2016;0.0497;1.83;3753;0.49;259.328
"Kepler-109 b";"Kepler-109";0;0;2014;0.0701;2.49;5950;1.39;474.861
"Kepler-109 c";"Kepler-109";0;0;2014;0.1546;2.65;5950;1.39;474.861
"Kepler-1090 b";"Kepler-1090";0;0;2016;0.63323;2.25;5321;0.82;858.77
"Kepler-1090 c";"Kepler-1090";0;0;2021;0.22622;3.293;5330;1.01;858.77
"Kepler-1091 b";"Kepler-1091";0;0;2016;0.0252;1.46;5851;1.03;914.299
"Kepler-1092 b";"Kepler-1092";0;0;2016;0.2996;2.07;5862;1.0;981.233
"Kepler-1093 b";"Kepler-1093";0;0;2016;0.17543;1.95;6166;1.2;1072.88
"Kepler-1093 c";"Kepler-1093";0;0;2016;0.41037;1.96;6166;1.2;1072.88
"Kepler-1094 b";"Kepler-1094";0;0;2016;0.3625;3.18;6112;1.21;1291.01
"Kepler-1095 b";"Kepler-1095";0;0;2016;0.0514;1.21;5658;0.92;792.522
"Kepler-1096 b";"Kepler-1096";0;0;2016;0.034;1.24;4306;0.63;377.976
"Kepler-1097 b";"Kepler-1097";0;0;2016;0.5791;3.26;5211;0.79;719.802
"Kepler-1098 b";"Kepler-1098";0;0;2016;0.0358;1.3;5794;0.99;1049.19
"Kepler-1099 b";"Kepler-1099";0;0;2016;0.0337;2.83;5837;1.0;1022.8
"Kepler-11 b";"Kepler-11";0;0;2010;0.091;1.8;5663;1.06;646.346
"Kepler-11 c";"Kepler-11";0;0;2010;0.107;2.87;5663;1.06;646.346
"Kepler-11 d";"Kepler-11";0;0;2010;0.155;3.12;5663;1.06;646.346
"Kepler-11 e";"Kepler-11";0;0;2010;0.195;4.19;5663;1.06;646.346
"Kepler-11 f";"Kepler-11";0;0;2010;0.25;2.49;5663;1.06;646.346
"Kepler-11 g";"Kepler-11";0;0;2010;0.466;3.33;5663;1.06;646.346
"Kepler-110 b";"Kepler-110";0;0;2014;0.107;1.83;5960;1.15;586.531
"Kepler-110 c";"Kepler-110";0;0;2014;0.198;2.21;5960;1.15;586.531
"Kepler-1100 b";"Kepler-1100";0;0;2016;0.06745;1.75;6247;1.34;693.618
"Kepler-1101 b";"Kepler-1101";0;0;2016;0.3483;2.47;5614;0.91;742.473
"Kepler-1102 b";"Kepler-1102";0;0;2016;0.2731;2.66;5724;0.94;1246.05
"Kepler-1103 b";"Kepler-1103";0;0;2016;0.15336;2.27;6092;1.15;1331.92
"Kepler-1104 b";"Kepler-1104";0;0;2016;0.06321;1.23;6417;1.41;530.658
"Kepler-1105 b";"Kepler-1105";0;0;2016;0.0471;2.01;4299;0.68;318.004
"Kepler-1106 b";"Kepler-1106";0;0;2016;0.0239;1.65;6104;1.17;1090.7
"Kepler-1107 b";"Kepler-1107";0;0;2016;0.01285;1.34;5268;0.82;428.798
"Kepler-1108 b";"Kepler-1108";0;0;2016;0.0511;1.46;5406;0.84;767.701
"Kepler-1109 b";"Kepler-1109";0;0;2016;0.2466;2.19;5893;1.06;685.087
"Kepler-111 b";"Kepler-111";0;0;2014;0.046;1.58;5952;1.16;657.223
"Kepler-111 c";"Kepler-111";0;0;2014;0.751;7.084;5914;1.15;657.223
"Kepler-1110 b";"Kepler-1110";0;0;2016;0.0754;2.66;4781;0.7;726.828
"Kepler-1111 b";"Kepler-1111";0;0;2016;0.0872;2.0;6077;1.15;841.536
"Kepler-1112 b";"Kepler-1112";0;0;2016;0.1239;3.02;6496;1.54;1671.28
"Kepler-1113 b";"Kepler-1113";0;0;2016;0.2415;2.81;5931;1.17;1073.88
"Kepler-1114 b";"Kepler-1114";0;0;2016;0.11056;1.35;5374;0.83;418.417
"Kepler-1115 b";"Kepler-1115";0;0;2016;0.2134;1.7;8480;1.73;983.245
"Kepler-1116 b";"Kepler-1116";0;0;2016;0.233;2.54;5641;0.93;1008.57
"Kepler-1117 b";"Kepler-1117";0;0;2016;0.05485;1.11;5612;0.93;568.487
"Kepler-1118 b";"Kepler-1118";0;0;2016;0.2079;2.74;5688;0.97;888.325
"Kepler-1119 b";"Kepler-1119";0;0;2016;0.0812;1.92;6083;1.17;1757.23
"Kepler-112 b";"Kepler-112";0;0;2014;0.076;2.36;5544;0.84;513.206
"Kepler-112 c";"Kepler-112";0;0;2014;0.172;2.4;5544;0.84;513.206
"Kepler-1120 b";"Kepler-1120";0;0;2016;0.0369;1.38;4904;0.74;615.231
"Kepler-1121 b";"Kepler-1121";0;0;2016;0.11818;1.91;6231;1.59;482.047
"Kepler-1122 b";"Kepler-1122";0;0;2016;0.2315;2.04;5544;0.89;1230.42
"Kepler-1123 b";"Kepler-1123";0;0;2016;0.0497;1.67;5500;0.9;704.323
